gene,gene_name,zscore,effect_size,pvalue,var_g,pred_perf_r2,pred_perf_pval,pred_perf_qval,n_snps_used,n_snps_in_cov,n_snps_in_model
ENSG00000169764.15,UGP2,-1.1789283752441408,NA,0.23842669770291225,2.5931579616022048e-05,NA,NA,NA,1,1,1
ENSG00000166448.14,TMEM130,-1.1787874698638916,NA,0.2384828150089202,0.000433233294677265,NA,NA,NA,1,1,1
ENSG00000171174.13,RBKS,-1.178261637687683,NA,0.23869231646615252,0.0013956989155982855,NA,NA,NA,1,1,1
ENSG00000161653.10,NAGS,1.1781952381134033,NA,0.23871878054151285,1.688163186766513e-06,NA,NA,NA,1,1,1
ENSG00000152229.18,PSTPIP2,1.1781742572784426,NA,0.2387271430496427,0.00016754185032726376,NA,NA,NA,1,1,1
ENSG00000137764.19,MAP2K5,1.177712986603461,NA,0.23891104782174488,0.056941691195254815,NA,NA,NA,2,2,2
ENSG00000196230.12,TUBB,1.1774168014526367,NA,0.23902918705565446,2.6302677912305753e-06,NA,NA,NA,1,1,1
ENSG00000188312.13,CENPP,-1.1768787732189019,NA,0.23924389554255976,0.014343054686540355,NA,NA,NA,2,2,2
ENSG00000110080.18,ST3GAL4,-1.1763995885849,NA,0.2394352360783345,0.141318650372365,NA,NA,NA,1,1,1
ENSG00000115109.13,EPB41L5,-1.1762227308817075,NA,0.23950588339643697,0.016086010918993008,NA,NA,NA,2,2,2
ENSG00000241839.9,PLEKHO2,-1.1759461387416716,NA,0.2396163999540234,0.026541713226059766,NA,NA,NA,2,2,2
ENSG00000129465.15,RIPK3,1.1757131814956665,NA,0.23970950942392188,0.008635223039234509,NA,NA,NA,1,1,1
ENSG00000144118.13,RALB,1.1750566959381104,NA,0.23997203393979505,0.16569443233503284,NA,NA,NA,1,1,1
ENSG00000213465.7,ARL2,-1.1749045848846438,NA,0.24003289111714754,1.1573883847312275e-05,NA,NA,NA,1,1,1
ENSG00000065308.4,TRAM2,1.174169898033142,NA,0.24032698061813929,0.03879629636874402,NA,NA,NA,1,1,1
ENSG00000188677.14,PARVB,1.1738849878311157,NA,0.2404410962764033,0.014202710544442956,NA,NA,NA,1,1,1
ENSG00000165507.8,C10orf10,-1.1737707853317259,NA,0.24048684875087,0.00595095931969078,NA,NA,NA,1,1,1
